_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,africa_region,age_range,americas_region,asia_region,europe_region,gender,general_geographic_region,have_you_entered_your_demographics_information,highest_education_achieved,how_against_vaccinations_is_this_tweet,how_based_on_emotions_are_the_statements_made_in_this_tweet,how_based_on_facts_are_the_statements_made_in_this_tweet,how_much_do_you_trust_the_government_of_the_country_you_reside_in,how_negative_is_the_sentiment_of_this_text,how_positive_is_the_sentiment_of_this_text,how_pro_vaccinations_is_this_tweet,is_this_tweet_relevant_to_the_subject_of_vaccinations,oceania_region,what_is_your_own_stance_on_vaccinations,africa_region_gold,age_range_gold,americas_region_gold,asia_region_gold,europe_region_gold,gender_gold,general_geographic_region_gold,have_you_entered_your_demographics_information_gold,highest_education_achieved_gold,how_against_vaccinations_is_this_tweet_gold,how_based_on_emotions_are_the_statements_made_in_this_tweet_gold,how_based_on_facts_are_the_statements_made_in_this_tweet_gold,how_much_do_you_trust_the_government_of_the_country_you_reside_in_gold,how_negative_is_the_sentiment_of_this_text_gold,how_positive_is_the_sentiment_of_this_text_gold,how_pro_vaccinations_is_this_tweet_gold,is_this_tweet_relevant_to_the_subject_of_vaccinations_gold,oceania_region_gold,text,what_is_your_own_stance_on_vaccinations_gold
2326042860,6/10/2019 12:44:39,true,4885798411,,6/10/2019 12:37:32,false,cf_internal,1.0,45274764,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,"Tower Of Power - Soul Vaccination, drum cover by Scott Donofrio  via @YouTube",
2326042860,6/10/2019 14:14:56,true,4885978299,,6/10/2019 14:12:23,false,cf_internal,1.0,45316032,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,"Tower Of Power - Soul Vaccination, drum cover by Scott Donofrio  via @YouTube",
2326042860,6/10/2019 22:04:34,true,4886774650,,6/10/2019 21:59:55,false,cf_internal,1.0,45316720,NLD,11,Delft,80.112.187.73,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,"Tower Of Power - Soul Vaccination, drum cover by Scott Donofrio  via @YouTube",
2326042860,6/10/2019 22:15:23,true,4886791396,,6/10/2019 22:13:15,false,cf_internal,1.0,45316707,NLD,11,Delft,80.114.139.224,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,"Tower Of Power - Soul Vaccination, drum cover by Scott Donofrio  via @YouTube",
2326042860,6/11/2019 17:46:05,true,4888599270,,6/11/2019 17:43:52,false,cf_internal,1.0,45318048,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,"Tower Of Power - Soul Vaccination, drum cover by Scott Donofrio  via @YouTube",
2326042860,6/12/2019 17:19:36,true,4891212580,,6/12/2019 17:12:42,false,cf_internal,1.0,45274761,NLD,11,Schiedam,87.213.104.78,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,"Tower Of Power - Soul Vaccination, drum cover by Scott Donofrio  via @YouTube",
2326042860,6/12/2019 19:38:49,true,4891471937,,6/12/2019 19:30:24,false,cf_internal,1.0,45319846,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,"Tower Of Power - Soul Vaccination, drum cover by Scott Donofrio  via @YouTube",
2326042860,6/14/2019 16:45:19,true,4897418943,,6/14/2019 16:44:25,false,cf_internal,1.0,45322597,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,"Tower Of Power - Soul Vaccination, drum cover by Scott Donofrio  via @YouTube",
2326057971,6/9/2019 17:58:12,true,4884128424,,6/9/2019 17:42:40,false,cf_internal,1.0,45314783,BEL,08,Aalst,78.22.42.40,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,Cute sya 😍 I want one😭😂,
2326057971,6/10/2019 14:12:21,true,4885972646,,6/10/2019 14:10:14,false,cf_internal,1.0,45316032,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,Cute sya 😍 I want one😭😂,
2326057971,6/10/2019 21:59:53,true,4886768341,,6/10/2019 21:56:36,false,cf_internal,1.0,45316720,NLD,11,Delft,80.112.187.73,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,Cute sya 😍 I want one😭😂,
2326057971,6/10/2019 22:27:47,true,4886808582,,6/10/2019 22:25:34,false,cf_internal,1.0,45316707,NLD,11,Delft,80.114.139.224,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,Cute sya 😍 I want one😭😂,
2326057971,6/11/2019 14:03:44,true,4888128311,,6/11/2019 14:01:13,false,cf_internal,1.0,45274764,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,Cute sya 😍 I want one😭😂,
2326057971,6/11/2019 17:47:32,true,4888602277,,6/11/2019 17:46:07,false,cf_internal,1.0,45318048,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,Cute sya 😍 I want one😭😂,
2326057971,6/14/2019 19:32:19,true,4897951741,,6/14/2019 19:30:54,false,cf_internal,1.0,45322597,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,Cute sya 😍 I want one😭😂,
2326058095,6/10/2019 08:26:08,true,4885405252,,6/10/2019 08:19:52,false,cf_internal,1.0,45315684,NLD,11,Den Haag,87.214.88.20,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,I never liked him as a businessman but he’s certainly an inspiring thinker and philanthropist.,
2326058095,6/10/2019 22:19:26,true,4886796957,,6/10/2019 22:15:25,false,cf_internal,1.0,45316707,NLD,11,Delft,80.114.139.224,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,I never liked him as a businessman but he’s certainly an inspiring thinker and philanthropist.,
2326058095,6/11/2019 13:43:46,true,4888085451,,6/11/2019 13:41:24,false,cf_internal,1.0,45316032,NLD,11,Delft,145.94.127.141,,25-34,,,Western Europe,Male,Europe,no,"Bachelor's Degree (e.g. BA, BS)",,,,Middle Ground (Both trust and distrust),,,,no,,Mostly Pro,,,,,,,,,,,,,,,,,no,,I never liked him as a businessman but he’s certainly an inspiring thinker and philanthropist.,
2326058095,6/11/2019 13:56:14,true,4888112869,,6/11/2019 13:54:23,false,cf_internal,1.0,45274764,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,I never liked him as a businessman but he’s certainly an inspiring thinker and philanthropist.,
2326058095,6/11/2019 17:37:19,true,4888584425,,6/11/2019 17:36:38,false,cf_internal,1.0,45318048,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,I never liked him as a businessman but he’s certainly an inspiring thinker and philanthropist.,
2326058095,6/12/2019 17:19:36,true,4891212575,,6/12/2019 17:12:42,false,cf_internal,1.0,45274761,NLD,11,Schiedam,87.213.104.78,,18-24,,,Southern Europe,Male,Europe,no,Some College (did not receive degree),,,,Mostly Distrust,,,,no,,Strongly Pro,,,,,,,,,,,,,,,,,no,,I never liked him as a businessman but he’s certainly an inspiring thinker and philanthropist.,
2326058095,6/12/2019 19:38:49,true,4891471940,,6/12/2019 19:30:24,false,cf_internal,1.0,45319846,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,I never liked him as a businessman but he’s certainly an inspiring thinker and philanthropist.,
2326058095,6/14/2019 19:30:53,true,4897947762,,6/14/2019 19:28:29,false,cf_internal,1.0,45322597,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,I never liked him as a businessman but he’s certainly an inspiring thinker and philanthropist.,
2326070718,6/9/2019 17:42:38,true,4884101882,,6/9/2019 17:36:08,false,cf_internal,1.0,45314783,BEL,08,Aalst,78.22.42.40,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,"We're #hiring! Read about our latest #job opening here: Medical Representative Vaccine-Jackson MS -  #Sales #Jackson, MS",
2326070718,6/10/2019 12:37:31,true,4885788483,,6/10/2019 12:27:23,false,cf_internal,1.0,45274764,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,"We're #hiring! Read about our latest #job opening here: Medical Representative Vaccine-Jackson MS -  #Sales #Jackson, MS",
2326070718,6/10/2019 14:12:21,true,4885972653,,6/10/2019 14:10:14,false,cf_internal,1.0,45316032,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,"We're #hiring! Read about our latest #job opening here: Medical Representative Vaccine-Jackson MS -  #Sales #Jackson, MS",
2326070718,6/10/2019 17:28:37,true,4886323181,false,6/10/2019 17:19:48,false,cf_internal,1.0,45316329,GBR,D2,Derby,31.205.64.213,,,,,,,,yes,,1,3,3,,1,4,5,yes,,,,,,,,,,,,,,,,,,,no,,"We're #hiring! Read about our latest #job opening here: Medical Representative Vaccine-Jackson MS -  #Sales #Jackson, MS",
2326078643,6/10/2019 08:26:08,true,4885405268,,6/10/2019 08:19:52,false,cf_internal,1.0,45315684,NLD,11,Den Haag,87.214.88.20,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,My comments/interview today @TexasObserver,
2326078643,6/10/2019 14:12:21,true,4885972650,,6/10/2019 14:10:14,false,cf_internal,1.0,45316032,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,My comments/interview today @TexasObserver,
2326078643,6/10/2019 17:28:37,true,4886323193,,6/10/2019 17:19:48,false,cf_internal,1.0,45316329,GBR,D2,Derby,31.205.64.213,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,My comments/interview today @TexasObserver,
2326078643,6/10/2019 21:58:27,true,4886766436,,6/10/2019 21:46:38,false,cf_internal,1.0,45316707,NLD,11,Delft,80.114.139.224,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,My comments/interview today @TexasObserver,
2326078643,6/10/2019 21:59:53,true,4886768339,,6/10/2019 21:56:36,false,cf_internal,1.0,45316720,NLD,11,Delft,80.112.187.73,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,My comments/interview today @TexasObserver,
2326078643,6/11/2019 14:05:40,true,4888132102,,6/11/2019 14:03:45,false,cf_internal,1.0,45274764,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,My comments/interview today @TexasObserver,
2326078643,6/11/2019 17:37:19,true,4888584420,,6/11/2019 17:36:38,false,cf_internal,1.0,45318048,NLD,07,Amsterdam,82.169.49.130,,25-34,,,Western Europe,Male,Europe,no,"Bachelor's Degree (e.g. BA, BS)",,,,Middle Ground (Both trust and distrust),,,,no,,Mostly Pro,,,,,,,,,,,,,,,,,no,,My comments/interview today @TexasObserver,
2326078643,6/12/2019 19:43:00,true,4891479394,,6/12/2019 19:38:50,false,cf_internal,1.0,45319846,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,My comments/interview today @TexasObserver,
2326078643,6/14/2019 16:45:19,true,4897418949,,6/14/2019 16:44:25,false,cf_internal,1.0,45322597,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,My comments/interview today @TexasObserver,
2326080147,6/9/2019 17:42:38,true,4884101869,,6/9/2019 17:36:08,false,cf_internal,1.0,45314783,BEL,08,Aalst,78.22.42.40,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,"New Tumblr post: ""Badly Lit Lounge by Secret Vaccine
All tracks written by...""  IFTTT, SoundCloud, Alternative/Indie",
2326080147,6/10/2019 14:12:21,true,4885972644,,6/10/2019 14:10:14,false,cf_internal,1.0,45316032,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,"New Tumblr post: ""Badly Lit Lounge by Secret Vaccine
All tracks written by...""  IFTTT, SoundCloud, Alternative/Indie",
2326080147,6/10/2019 22:23:32,true,4886802768,,6/10/2019 22:19:28,false,cf_internal,1.0,45316707,NLD,11,Delft,80.114.139.224,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,"New Tumblr post: ""Badly Lit Lounge by Secret Vaccine
All tracks written by...""  IFTTT, SoundCloud, Alternative/Indie",
2326080147,6/11/2019 14:07:50,true,4888135882,,6/11/2019 14:05:42,false,cf_internal,1.0,45274764,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,"New Tumblr post: ""Badly Lit Lounge by Secret Vaccine
All tracks written by...""  IFTTT, SoundCloud, Alternative/Indie",
2326080147,6/11/2019 17:56:56,true,4888621049,,6/11/2019 17:55:30,false,cf_internal,1.0,45318048,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,"New Tumblr post: ""Badly Lit Lounge by Secret Vaccine
All tracks written by...""  IFTTT, SoundCloud, Alternative/Indie",
2326080147,6/12/2019 19:38:49,true,4891471931,,6/12/2019 19:30:24,false,cf_internal,1.0,45319846,NLD,07,Amsterdam,82.169.49.130,,25-34,,,Western Europe,Male,Europe,no,"Bachelor's Degree (e.g. BA, BS)",,,,Strongly Trust,,,,no,,Strongly Pro,,,,,,,,,,,,,,,,,no,,"New Tumblr post: ""Badly Lit Lounge by Secret Vaccine
All tracks written by...""  IFTTT, SoundCloud, Alternative/Indie",
2326080147,6/14/2019 16:45:19,true,4897418956,,6/14/2019 16:44:25,false,cf_internal,1.0,45322597,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,"New Tumblr post: ""Badly Lit Lounge by Secret Vaccine
All tracks written by...""  IFTTT, SoundCloud, Alternative/Indie",
2326080288,6/9/2019 17:42:38,true,4884101862,,6/9/2019 17:36:08,false,cf_internal,1.0,45314783,BEL,08,Aalst,78.22.42.40,,18-24,,,Western Europe,Male,Europe,no,"Bachelor's Degree (e.g. BA, BS)",,,,Mostly Trust,,,,no,,Strongly Pro,,,,,,,,,,,,,,,,,no,,Interesting story,
2326080288,6/10/2019 11:20:59,true,4885697655,,6/10/2019 11:17:51,false,cf_internal,1.0,45274764,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,Interesting story,
2326080288,6/10/2019 14:28:48,true,4886005804,,6/10/2019 14:27:29,false,cf_internal,1.0,45316032,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,Interesting story,
2326080288,6/10/2019 17:28:37,true,4886323189,,6/10/2019 17:19:48,false,cf_internal,1.0,45316329,GBR,D2,Derby,31.205.64.213,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,Interesting story,
2326080288,6/10/2019 21:58:27,true,4886766438,,6/10/2019 21:46:38,false,cf_internal,1.0,45316707,NLD,11,Delft,80.114.139.224,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,Interesting story,
2326080288,6/10/2019 21:59:53,true,4886768342,,6/10/2019 21:56:36,false,cf_internal,1.0,45316720,NLD,11,Delft,80.112.187.73,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,Interesting story,
2326080288,6/11/2019 17:37:19,true,4888584427,,6/11/2019 17:36:38,false,cf_internal,1.0,45318048,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,Interesting story,
2326080288,6/14/2019 16:45:19,true,4897418931,,6/14/2019 16:44:25,false,cf_internal,1.0,45322597,NLD,07,Rozenburg,213.127.105.106,,25-34,,,Southern Europe,Male,Europe,no,"Bachelor's Degree (e.g. BA, BS)",,,,Middle Ground (Both trust and distrust),,,,no,,Mostly Pro,,,,,,,,,,,,,,,,,no,,Interesting story,
2326080525,6/9/2019 18:04:44,true,4884136760,,6/9/2019 17:58:14,false,cf_internal,1.0,45314783,BEL,08,Aalst,78.22.42.40,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,Ty Burrell Fears Sudden Death While Eating Spicy Wings   Hot Ones  #Ty #Burrell #Fears #Sudden #Death #While #Eating #Spicy #Wings #Hot #Ones,
2326080525,6/10/2019 11:29:09,true,4885706239,,6/10/2019 11:26:23,false,cf_internal,1.0,45274764,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,Ty Burrell Fears Sudden Death While Eating Spicy Wings   Hot Ones  #Ty #Burrell #Fears #Sudden #Death #While #Eating #Spicy #Wings #Hot #Ones,
2326080525,6/10/2019 14:19:09,true,4885985177,,6/10/2019 14:14:58,false,cf_internal,1.0,45316032,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,Ty Burrell Fears Sudden Death While Eating Spicy Wings   Hot Ones  #Ty #Burrell #Fears #Sudden #Death #While #Eating #Spicy #Wings #Hot #Ones,
2326080525,6/10/2019 17:28:37,true,4886323175,,6/10/2019 17:19:48,false,cf_internal,1.0,45316329,GBR,D2,Derby,31.205.64.213,,18-24,,Eastern Asia,,Female,Asia,no,"Bachelor's Degree (e.g. BA, BS)",,,,Strongly Distrust,,,,no,,Mostly Pro,,,,,,,,,,,,,,,,,no,,Ty Burrell Fears Sudden Death While Eating Spicy Wings   Hot Ones  #Ty #Burrell #Fears #Sudden #Death #While #Eating #Spicy #Wings #Hot #Ones,
2326080525,6/10/2019 21:59:53,true,4886768340,,6/10/2019 21:56:36,false,cf_internal,1.0,45316720,NLD,11,Delft,80.112.187.73,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,Ty Burrell Fears Sudden Death While Eating Spicy Wings   Hot Ones  #Ty #Burrell #Fears #Sudden #Death #While #Eating #Spicy #Wings #Hot #Ones,
2326080525,6/10/2019 22:25:32,true,4886805479,,6/10/2019 22:23:34,false,cf_internal,1.0,45316707,NLD,11,Delft,80.114.139.224,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,Ty Burrell Fears Sudden Death While Eating Spicy Wings   Hot Ones  #Ty #Burrell #Fears #Sudden #Death #While #Eating #Spicy #Wings #Hot #Ones,
2326080525,6/11/2019 17:43:51,true,4888595611,,6/11/2019 17:42:17,false,cf_internal,1.0,45318048,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,Ty Burrell Fears Sudden Death While Eating Spicy Wings   Hot Ones  #Ty #Burrell #Fears #Sudden #Death #While #Eating #Spicy #Wings #Hot #Ones,
2326080525,6/12/2019 19:49:10,true,4891488998,,6/12/2019 19:43:02,false,cf_internal,1.0,45319846,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,Ty Burrell Fears Sudden Death While Eating Spicy Wings   Hot Ones  #Ty #Burrell #Fears #Sudden #Death #While #Eating #Spicy #Wings #Hot #Ones,
2326080525,6/17/2019 09:40:52,true,4903175133,,6/17/2019 09:34:25,false,cf_internal,1.0,45322597,NLD,11,Delft,145.94.169.142,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,Ty Burrell Fears Sudden Death While Eating Spicy Wings   Hot Ones  #Ty #Burrell #Fears #Sudden #Death #While #Eating #Spicy #Wings #Hot #Ones,
2326080635,6/9/2019 17:42:38,true,4884101873,,6/9/2019 17:36:08,false,cf_internal,1.0,45314783,BEL,08,Aalst,78.22.42.40,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,cries,
2326080635,6/10/2019 11:26:21,true,4885703216,,6/10/2019 11:21:00,false,cf_internal,1.0,45274764,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,cries,
2326080635,6/10/2019 14:27:28,true,4886003296,,6/10/2019 14:22:02,false,cf_internal,1.0,45316032,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,cries,
2326080635,6/10/2019 22:30:15,true,4886812243,,6/10/2019 22:27:49,false,cf_internal,1.0,45316707,NLD,11,Delft,80.114.139.224,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,cries,
2326080635,6/11/2019 17:37:19,true,4888584422,,6/11/2019 17:36:38,false,cf_internal,1.0,45318048,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,cries,
2326080635,6/14/2019 16:58:19,true,4897479535,,6/14/2019 16:56:17,false,cf_internal,1.0,45322597,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,cries,
2326081036,6/9/2019 18:08:49,true,4884142452,,6/9/2019 18:04:45,false,cf_internal,1.0,45314783,BEL,08,Aalst,78.22.42.40,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,And YOU have ignored calls for better #childprotection #agedcare and health by the PEOPLE of South Australia #wewontforget,
2326081036,6/10/2019 12:52:34,true,4885813575,,6/10/2019 12:44:41,false,cf_internal,1.0,45274764,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,And YOU have ignored calls for better #childprotection #agedcare and health by the PEOPLE of South Australia #wewontforget,
2326081036,6/10/2019 14:22:00,true,4885989946,,6/10/2019 14:19:11,false,cf_internal,1.0,45316032,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,And YOU have ignored calls for better #childprotection #agedcare and health by the PEOPLE of South Australia #wewontforget,
2326081036,6/10/2019 22:09:47,true,4886783453,,6/10/2019 22:04:36,false,cf_internal,1.0,45316720,NLD,11,Delft,80.112.187.73,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,And YOU have ignored calls for better #childprotection #agedcare and health by the PEOPLE of South Australia #wewontforget,
2326081036,6/10/2019 22:33:25,true,4886817379,,6/10/2019 22:30:17,false,cf_internal,1.0,45316707,NLD,11,Delft,80.114.139.224,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,And YOU have ignored calls for better #childprotection #agedcare and health by the PEOPLE of South Australia #wewontforget,
2326081036,6/11/2019 17:50:33,true,4888608212,,6/11/2019 17:48:57,false,cf_internal,1.0,45318048,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,And YOU have ignored calls for better #childprotection #agedcare and health by the PEOPLE of South Australia #wewontforget,
2326081036,6/12/2019 19:38:49,true,4891471939,,6/12/2019 19:30:24,false,cf_internal,1.0,45319846,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,And YOU have ignored calls for better #childprotection #agedcare and health by the PEOPLE of South Australia #wewontforget,
2326081036,6/14/2019 16:49:36,true,4897437609,,6/14/2019 16:47:43,false,cf_internal,1.0,45322597,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,And YOU have ignored calls for better #childprotection #agedcare and health by the PEOPLE of South Australia #wewontforget,
2326081119,6/10/2019 14:12:21,true,4885972639,,6/10/2019 14:10:14,false,cf_internal,1.0,45316032,NLD,07,Amsterdam,82.169.49.130,,25-34,,,Western Europe,Male,Europe,no,"Bachelor's Degree (e.g. BA, BS)",,,,Middle Ground (Both trust and distrust),,,,no,,Mostly Pro,,,,,,,,,,,,,,,,,no,,$IVST THIS IS A BEAST...A MONSTA in the making!!! REVENUE MONSTER!!! MORE TO COME!!!,
2326081119,6/10/2019 21:58:27,true,4886766434,,6/10/2019 21:46:38,false,cf_internal,1.0,45316707,NLD,11,Delft,80.114.139.224,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,$IVST THIS IS A BEAST...A MONSTA in the making!!! REVENUE MONSTER!!! MORE TO COME!!!,
2326081119,6/11/2019 14:11:36,true,4888142421,,6/11/2019 14:07:51,false,cf_internal,1.0,45274764,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,$IVST THIS IS A BEAST...A MONSTA in the making!!! REVENUE MONSTER!!! MORE TO COME!!!,
2326081119,6/11/2019 17:48:56,true,4888604868,,6/11/2019 17:47:33,false,cf_internal,1.0,45318048,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,$IVST THIS IS A BEAST...A MONSTA in the making!!! REVENUE MONSTER!!! MORE TO COME!!!,
2326081119,6/14/2019 17:46:34,true,4897630884,,6/14/2019 17:45:13,false,cf_internal,1.0,45322597,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,$IVST THIS IS A BEAST...A MONSTA in the making!!! REVENUE MONSTER!!! MORE TO COME!!!,
2326081458,6/10/2019 11:03:42,true,4885679676,,6/10/2019 10:57:21,false,cf_internal,1.0,45274764,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,Now this is funny! 😂,
2326081458,6/10/2019 14:34:00,true,4886017954,,6/10/2019 14:32:44,false,cf_internal,1.0,45316032,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,Now this is funny! 😂,
2326081458,6/10/2019 21:58:27,true,4886766433,,6/10/2019 21:46:38,false,cf_internal,1.0,45316707,NLD,11,Delft,80.114.139.224,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,Now this is funny! 😂,
2326081458,6/11/2019 17:55:29,true,4888617974,,6/11/2019 17:50:34,false,cf_internal,1.0,45318048,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,Now this is funny! 😂,
2326081458,6/17/2019 09:34:24,true,4903166298,,6/17/2019 09:32:40,false,cf_internal,1.0,45322597,NLD,11,Delft,145.94.169.142,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,Now this is funny! 😂,
2326082544,6/10/2019 14:32:43,true,4886015438,,6/10/2019 14:31:07,false,cf_internal,1.0,45316032,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,Lool. Our Government will use the money to fund elections shap shap.,
